EventTitle,DateTime,WeightClass,RedCorner,BlueCorner,RedCornerNation,BlueCornerNation
Smith vs Spann,"
Sat, Sep 18 / 7:00 PM EDT / Main Card
",Lightweight Bout,Arman Tsarukyan,Christos Giagos,United States,United States
Smith vs Spann,"
Sat, Sep 18 / 7:00 PM EDT / Main Card
",Women's Flyweight Bout,Ariane Lipski,Mandy Böhm ,Guyana,United States
Smith vs Spann,"
Sat, Sep 18 / 7:00 PM EDT / Main Card
",Light Heavyweight Bout,Ion Cutelaba,Devin Clark,China,United States
Smith vs Spann,"
Sat, Sep 18 / 7:00 PM EDT / Main Card
",Light Heavyweight Bout,Anthony Smith,Ryan Spann,United States,United States
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Middleweight Bout,Dalcha Lungiambula,Marc-Andre Barriault,England,United States
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Catchweight Bout,Julian Erosa,Charles Jourdain,Moldova,England
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Bantamweight Bout,Jack Shore,Liudvik Sholinian,Germany,United States
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Women's Flyweight Bout,Molly McCann,Ji Yeon Kim,United States,Lithuania
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Lightweight Bout,Paddy Pimblett,Luigi Vendramini,Brazil,England
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Light Heavyweight Bout,Modestas Bukauskas,Khalil Rountree Jr.,South Korea,England
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Welterweight Bout,Alex Morono,David Zawada,Ukraine,Wales
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Heavyweight Bout,Tom Aspinall,Serghei Spivac,Canada,United States
Brunson vs Till,"
Sat, Sep 4 / 4:00 PM EDT / Main Card
",Middleweight Bout,Derek Brunson,Darren Till,Canada,Congo - Kinshasa
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Bantamweight ,Mana Martinez,Guido Cannetti,Georgia,Brazil
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Featherweight Bout,Jamall Emmers,Pat Sabatini,United States,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Women's Flyweight Bout,JJ Aldrich,Vanessa Demopoulos,United States,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Light Heavyweight Bout,Dustin Jacoby,Darren Stewart,United States,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Middleweight Bout,Sam Alvey,Wellington Turman,United States,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Middleweight Bout,Alessio Di Chirico,Abdul Razak Alhassan,United States,Uzbekistan
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Middleweight Bout,Makhmud Muradov,Gerald Meerschaert,Ghana,Italy
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Middleweight Bout,Andre Petroski,Micheal Gillmore,Brazil,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Welterweight Bout,Kevin Lee,Daniel Rodriguez,United Kingdom,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Ricky Turcios,Brady Hiestand,United States,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Middleweight Bout,Bryan Battle,Gilbert Urbina,United States,United States
Barboza vs Chikadze,"
Sat, Aug 28 / 10:00 PM EDT / Main Card
",Featherweight Bout,Edson Barboza,Giga Chikadze,Argentina,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Welterweight Bout,Sasha Palatnikov,Ramiz Brahimaj,United States,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Lightweight Bout,Roosevelt Roberts,Ignacio Bahamondes,Denmark,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Light Heavyweight Bout,William Knight,Fabio Cherant,United States,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Women's Bantamweight Bout,Bea Malecki,Josiane Nunes,Uzbekistan,Guam
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Brian Kelleher,Domingo Pilarte,United States,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Featherweight Bout,Austin Lingo,Luis Saldana,United States,Brazil
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Flyweight Bout,Alexandre Pantoja,Brandon Royval,United States,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Lightweight Bout,Vinc Pichel,Austin Hubbard,United States,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Trevin Jones,Saidyokub Kakhramonov,Brazil,Sweden
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Heavyweight Bout,Parker Porter,Chase Sherman,United States,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Lightweight Bout,Clay Guida,Mark Madsen,Chile,United States
Cannonier vs Gastelum,"
Sat, Aug 21 / 10:00 PM EDT / Main Card
",Middleweight Bout,Jared Cannonier,Kelvin Gastelum,Kosovo,
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Johnny Munoz,Jamey Simmons,France,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Women's Flyweight Bout,Victoria Leonardo,Melissa Gatto,Brazil,Brazil
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Miles Johns,Anderson dos Santos,Brazil,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Flyweight Bout,Manel Kape,Ode' Osbourne,United States,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Women's Strawweight Bout,Karolina Kowalkiewicz,Jessica Penne,United States,China
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Light Heavyweight Bout,Alonzo Menifield,Ed Herman,Azerbaijan,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Vince Morales,Drako Rodriguez,United States,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Lightweight Bout,Bobby Green,Rafael Fiziev,United States,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Song Yadong,Casey Kenney,United States,Poland
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Women's Strawweight Bout,Tecia Torres,Angela Hill,Jamaica,Portugal
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Welterweight Bout,Michael Chiesa,Vicente Luque,Brazil,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Bantamweight Bout,José Aldo,Pedro Munhoz,Brazil,United States
Lewis vs Gane,"
Sat, Aug 7 / 10:00 PM EDT / Main Card
",Heavyweight Interim Title Bout,Derrick Lewis,Ciryl Gane,United States,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Welterweight Bout,Phil Rowe,Orion Cosce,United States,Jamaica
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Flyweight Bout,Ryan Benoit,Zarrukh Adashev,Brazil,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Women's Strawweight Bout,Jinh Yu Frey,Ashley Yoder,United States,Germany
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Featherweight Bout,Danny Chavez,Kai Kamaka,Armenia,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Lightweight Bout,Chris Gruetzemacher,Rafa Garcia,United States,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Welterweight Bout,Bryan Barberena,Jason Witt,Mexico,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Featherweight Bout,Collin Anglin,Melsik Baghdasaryan,United States,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Welterweight Bout,Niklas Stolze,Jared Gooden,United States,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Women's Strawweight Bout,Cheyanne Vlismas,Gloria de Paula,Uzbekistan,United States
Hall vs Strickland,"
Sat, Jul 31 / 9:00 PM EDT / Main Card
",Middleweight Bout,Uriah Hall,Sean Strickland,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Women's Strawweight Bout,Diana Belbita,Hannah Goldy,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Women's Flyweight Bout,Sijara Eubanks,Elise Reed,Brazil,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Bantamweight Bout,Julio Arce,Andre Ewell,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Welterweight Bout,Mickey Gall,Jordan Williams,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Middleweight Bout,Nassourdine Imavov,Ian Heinisch,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Middleweight Bout,Punahele Soriano,Brendan Allen,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Bantamweight Bout,Adrian Yanez,Randy Costa,United States,France
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Women's Flyweight Bout,Miranda Maverick,Maycee Barber,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Featherweight Bout,Darren Elkins,Darrick Minner,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Bantamweight Bout,Kyler Phillips,Raulian Paiva,United States,United States
Sandhagen vs Dillashaw,"
Sat, Jul 24 / 7:00 PM EDT / Main Card
",Bantamweight Bout,Cory Sandhagen,TJ Dillashaw,United States,Romania
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Heavyweight Bout,Alan Baudot,Rodrigo Nascimento,Brazil,Russia
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Flyweight Bout,Francisco Figueiredo,Malcolm Gordon,United States,United States
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Khalid Taha,Sergey Morozov,Poland,United States
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Women's Strawweight Bout,Amanda Lemos,Montserrat Ruiz,United States,Brazil
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Welterweight Bout,Daniel Rodriguez,Preston Parsons,United States,Mexico
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Featherweight Bout,Gabriel Benitez,Billy Quarantillo,United States,United States
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Middleweight Bout,Rodolfo Vieira,Dustin Stoltzfus,Mexico,Brazil
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Lightweight Bout,Jeremy Stephens,Mateusz Gamrot,Kazakhstan,Lebanon
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Women's Bantamweight Bout,Marion Reneau,Miesha Tate,Canada,Brazil
Makhachev vs Moises,"
Sat, Jul 17 / 10:00 PM EDT / Main Card
",Lightweight Bout,Islam Makhachev,Thiago Moises,Brazil,France
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Flyweight Bout,Zhalgas Zhumagulov,Jerome Rivera,Ireland,United States
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Middleweight Bout,Omari Akhmedov,Brad Tavares,United States,Brazil
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Women's Flyweight Bout,Jennifer Maia,Jessica Eye,United States,Australia
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Middleweight Bout,Trevin Giles,Dricus Du Plessis,Russia,Mexico
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Featherweight Bout,Ryan Hall,Ilia Topuria,United States,United States
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Welterweight Bout,Niko Price,Michel Pereira,United States,United States
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Welterweight Bout,Carlos Condit,Max Griffin,Brazil,United States
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Bantamweight Bout,Sean O'Malley,Kris Moutinho,Georgia,United States
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Women's Bantamweight Bout,Irene Aldana,Yana Santos,South Africa,United States
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Heavyweight Bout,Tai Tuivasa,Greg Hardy,United States,Brazil
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Welterweight Bout,Gilbert Burns,Stephen Thompson,United States,Russia
Poirier vs McGregor,"
Sat, Jul 10 / 10:00 PM EDT / Main Card
",Lightweight Bout,Dustin Poirier,Conor McGregor,United States,Kazakhstan
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Lightweight Bout,Yancy Medeiros,Damir Hadzovic,Russia,France
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Featherweight Bout,Charles Rosa,Justin Jaynes,Haiti,Canada
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Women's Bantamweight Bout,Julia Avila,Julija Stoliarenko,Russia,Brazil
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Light Heavyweight Bout,Marcin Prachnio,Ike Villanueva,United States,United States
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Welterweight Bout,Warlley Alves,Jeremiah Wells,Denmark,United States
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Welterweight Bout,Shavkat Rakhmonov,Michel Prazeres,England,Brazil
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Light Heavyweight Bout,Kennedy Nzechukwu,Danilo Marques,Brazil,Nigeria
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Lightweight Bout,Renato Moicano,Jai Herbert,Brazil,Kazakhstan
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Welterweight Bout,Tim Means,Nicolas Dalby,United States,Brazil
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Featherweight Bout,Andre Fili,Daniel Pineda,United States,Poland
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Bantamweight Bout,Raoni Barcelos,Timur Valiev,Lithuania,United States
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Heavyweight Bout,Tanner Boser,Ovince Saint Preux,United States,United States
Gane vs Volkov,"
Sat, Jun 26 / 4:00 PM EDT / Main Card
",Heavyweight Bout,Ciryl Gane,Alexander Volkov,Denmark,United States
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Women's Flyweight Bout,Casey O'Neill,Lara Procopio,United States,South Korea
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Lightweight Bout,Joaquim Silva,Ricky Glenn,Moldova,Russia
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Heavyweight Bout,Josh Parisian,Roque Martinez,England,Ecuador
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Welterweight Bout,Khaos Williams,Matthew Semelsberger,South Korea,United States
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Women's Strawweight Bout,Kanako Murata,Virna Jandiroba,Brazil,Brazil
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Light Heavyweight Bout,Aleksa Camur,Nicolae Negumereanu,United States,United States
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Welterweight Bout,Matt Brown,Dhiego Lima,Romania,Bosnia & Herzegovina
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Middleweight Bout,Wellington Turman,Bruno Silva,Brazil,Japan
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Featherweight Bout,Julian Erosa,Seungwoo Choi,United States,United States
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Bantamweight Bout,Marlon Vera,Davey Grant,United States,United States
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Heavyweight Bout,Aleksei Oleinik,Serghei Spivac,United States,Brazil
Jung vs Ige,"
Sat, Jun 19 / 7:00 PM EDT / Main Card
",Featherweight Bout,Chan Sung Jung,Dan Ige,Brazil,Australia
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Heavyweight Bout,Carlos Felipe,Jake Collier,Italy,Nigeria
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Lightweight Bout,Farès Ziam,Luigi Vendramini,Mexico,Brazil
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Featherweight Bout,Chase Hooper,Steven Peterson,United States,England
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Lightweight Bout,Matt Frevola,Terrance McKinney,United States,Brazil
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Women's Bantamweight Bout,Pannie Kianzad,Alexis Davis,United States,Scotland
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Featherweight Bout,Movsar Evloev,Hakeem Dawodu,New Zealand,United States
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Women's Flyweight Bout,Lauren Murphy,Joanne Wood,United Kingdom,United States
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Light Heavyweight Bout,Eryk Anders,Darren Stewart,Scotland,United States
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Lightweight Bout,Drew Dober,Brad Riddell,Canada,Russia
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Light Heavyweight Bout,Paul Craig,Jamahal Hill,Canada,Sweden
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Welterweight Bout,Demian Maia,Belal Muhammad,United States,United States
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Welterweight Bout,Leon Edwards,Nate Diaz,United States,United States
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Flyweight Title Bout,Deiveson Figueiredo,Brandon Moreno,Brazil,France
Adesanya vs Vettori,"
Sat, Jun 12 / 10:00 PM EDT / Main Card
",Middleweight Title Bout,Israel Adesanya,Marvin Vettori,United States,Brazil
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Lightweight Bout,Claudio Puelles,Jordan Leavitt,Brazil,Suriname
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Featherweight Bout,Sean Woodson,Youssef Zalal,Poland,United States
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Women's Flyweight Bout,Manon Fiorot,Tabatha Ricci,Argentina,Georgia
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Lightweight Bout,Alan Patrick,Mason Jones,United States,Argentina
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Featherweight Bout,Makwan Amirkhani,Kamuela Kirk,Brazil,Serbia
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Welterweight Bout,Francisco Trinaldo,Muslim Salikhov,Brazil,United States
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Heavyweight Bout,Tanner Boser,Ilir Latifi,Albania,Canada
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Women's Flyweight Bout,Montana De La Rosa,Ariane Lipski,Russia,Brazil
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Middleweight Bout,Duško Todorović,Gregory Rodrigues,United States,Finland
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Welterweight Bout,Santiago Ponzinibbio,Miguel Baeza,United Kingdom,Brazil
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Middleweight Bout,Roman Dolidze,Laureano Staropoli,Brazil,France
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Heavyweight Bout,Walt Harris,Marcin Tybura,Morocco,United States
Rozenstruik vs Sakai,"
Sat, Jun 5 / 7:00 PM EDT / Main Card
",Heavyweight Bout,Jairzinho Rozenstruik,Augusto Sakai,United States,Peru
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Lightweight Bout,Rafael Alves,Damir Ismagulov,United States,Puerto Rico
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Flyweight Bout,David Dvorak,Juancamilo Ronderos,United States,China
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Featherweight Bout,Josh Culibao,Shayilan Nuerdanbieke,United States,New Zealand
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Flyweight Bout,Bruno Silva,Victor Rodriguez,Brazil,Canada
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Welterweight Bout,Court McGee,Claudio Silva,United States,Brazil
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Heavyweight Bout,Ben Rothwell,Chris Barnett,United States,Norway
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Middleweight Bout,Jack Hermansson,Edmen Shahbazyan,Spain,United States
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Featherweight Bout,Ricardo Ramos,Bill Algeo,Brazil,United States
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Women's Featherweight Bout,Felicia Spencer,Norma Dumont,Mexico,Brazil
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Heavyweight Bout,Justin Tafa,Jared Vanderaa,China,Australia
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Women's Strawweight Bout,Yan Xiaonan,Carla Esparza,Colombia,Czechia
Font vs Garbrandt,"
Sat, May 22 / 7:00 PM EDT / Main Card
",Bantamweight Bout,Rob Font,Cody Garbrandt,Kazakhstan,Brazil
Oliveira vs Chandler,"
Sat, May 15 / 10:00 PM EDT / Main Card
",Lightweight Bout,Christos Giagos,Sean Soriano,United States,Brazil
Oliveira vs Chandler,"
Sat, May 15 / 10:00 PM EDT / Main Card
",Featherweight Bout,Kevin Aguilar,Tucker Lutz,United States,United States
Oliveira vs Chandler,"
Sat, May 15 / 10:00 PM EDT / Main Card
",Women's Flyweight Bout,Gina Mazany,Priscila Cachoeira,Brazil,United States
Oliveira vs Chandler,"
Sat, May 15 / 10:00 PM EDT / Main Card
",Women's Flyweight Bout,Andrea Lee,Antonina Shevchenko,Brazil,United States
Oliveira vs Chandler,"
Sat, May 15 / 10:00 PM EDT / Main Card
",Middleweight Bout,Jordan Wright,Jamie Pickett,Brazil,United States
Oliveira vs Chandler,"
Sat, May 15 / 10:00 PM EDT / Main Card
",Featherweight Bout,Lando Vannata,Mike Grundy,Brazil,Brazil
Oliveira vs Chandler,"
Sat, May 15 / 10:00 PM EDT / Main Card
",Middleweight Bout,Ronaldo Souza,Andre Muniz,United Kingdom,United States
